LDT		Model App	Mã Sửa Chữa	Sửa Chữa	Mã LK	Linh Kiện	Loại Bảo Hành	Tiền linh kiện	Tiền Công Sửa	Mức Sửa
Lenovo		Lenovo A369i	LNV-2.230	Thay Cảm ứng	5T59A463WG	Cảm ứng Lenovo A369I	YES	400000	250000	M2.5
Lenovo		Lenovo A390	LNV-2.231	Thay Cảm ứng (đen)	5O29A464B9	Miếng keo cảm ứng Lenovo A390	YES	30000	0	Free
Lenovo		Lenovo A390	LNV-2.231	Thay Cảm ứng (đen)	SD19A39368	Cảm ứng Lenovo A390	YES	420000	250000	M2.5
Lenovo		Lenovo A516	LNV-2.231	Thay Cảm ứng (đen)	SD19A39435	Cảm ứng (đen) Lenovo A516	YES	590000	250000	M2.5
Lenovo		Lenovo A706	LNV-2.231	Thay Cảm ứng (đen)	5D79A4639S	Miếng dán cảm ứng Lenovo A706	YES	40000	0	Free
Lenovo		Lenovo A706	LNV-2.231	Thay Cảm ứng (đen)	SD19A39333	Cảm ứng (đen) Lenovo A706	YES	620000	300000	M3
Lenovo		Lenovo P770	LNV-2.231	Thay Cảm ứng (đen)	5D19A39396	Cảm ứng Lenovo P770	YES	740000	300000	M3
Lenovo		Lenovo P770	LNV-2.231	Thay Cảm ứng (đen)	5D79A463TG	Keo dán cảm ứng Lenovo P770	YES	40000	250000	M2.5
Lenovo		Lenovo S560	LNV-2.231	Thay Cảm ứng (đen)	5D19A39236	Cảm ứng (đen) Lenovo S560	YES	630000	250000	M2.5
Lenovo		Lenovo A390	LNV-2.232	Thay Cảm ứng (trắng)	5O29A464B9	Miếng keo cảm ứng Lenovo A390	YES	30000	0	Free
Lenovo		Lenovo A390	LNV-2.232	Thay Cảm ứng (trắng)	SD19A45925	Cảm ứng (trắng) Lenovo A390	YES	480000	250000	M2.5
Lenovo		Lenovo A516	LNV-2.232	Thay Cảm ứng (trắng)	ST59A4638A	Cảm ứng (trắng) Lenovo A516	YES	530000	250000	M2.5
Lenovo		Lenovo A706	LNV-2.232	Thay Cảm ứng (trắng)	5D79A4639S	Miếng dán cảm ứng Lenovo A706	YES	40000	0	Free
Lenovo		Lenovo A706	LNV-2.232	Thay Cảm ứng (trắng)	SD19A39423	Cảm ứng (trắng) Lenovo A706	YES	560000	300000	M3
Lenovo		Lenovo P770	LNV-2.233	Thay Cảm ứng (xanh)	5D19A39388	Cảm ứng (xanh đen) Lenovo P770	YES	680000	300000	M3
Lenovo		Lenovo P770	LNV-2.233	Thay Cảm ứng (xanh)	5D79A463TG	Keo dán cảm ứng Lenovo P770	YES	40000	250000	M2.5
Lenovo		Lenovo A369i	LNV-2.30	Thay Cáp tín hiệu nút nguồn	5F79A463HM	Cáp tín hiệu phím nguồn Lenovo A369I	YES	20000	200000	M2
Lenovo		Lenovo A390	LNV-2.30	Thay Cáp tín hiệu nút nguồn	SB29A43658	Dây tín hiệu phím nguồn Lenovo A390	YES	20000	200000	M2
Lenovo		Lenovo A5000	LNV-2.30	Thay Cáp tín hiệu nút nguồn	5F78C00718	Cáp tín hiệu phím âm thanh Lenovo A5000	YES	40000	200000	M2
Lenovo		Lenovo A516	LNV-2.30	Thay Cáp tín hiệu nút nguồn	SP69A44032	Dây tín hiệu phím nguồn Lenovo A516	YES	20000	200000	M2
Lenovo		Lenovo A536	LNV-2.30	Thay Cáp tín hiệu nút nguồn	5F79A6N0DL	Cáp tín hiệu phím Lenovo A536	YES	20000	250000	M2.5
Lenovo		Lenovo A680	LNV-2.30	Thay Cáp tín hiệu nút nguồn	5F79A466RG	Cáp tín hiệu phím nguồn Lenovo A680	YES	20000	200000	M2
Lenovo		Lenovo A706	LNV-2.30	Thay Cáp tín hiệu nút nguồn	SP69A15526	Cáp cảm biến Lenovo A706	YES	100000	200000	M2
Lenovo		Lenovo A850	LNV-2.30	Thay Cáp tín hiệu nút nguồn	SF79A4625F	Cáp cảm biến Lenovo A850	YES	30000	200000	M2
Lenovo		Lenovo A859	LNV-2.30	Thay Cáp tín hiệu nút nguồn	5F79A465RD	Cáp cảm biến Lenovo A859	YES	30000	200000	M2
Lenovo		Lenovo K900_16G	LNV-2.30	Thay Cáp tín hiệu nút nguồn	SP69A15464	Cáp tín hiệu phím nguồn Lenovo K900	YES	30000	200000	M2
Lenovo		Lenovo K900_32G	LNV-2.30	Thay Cáp tín hiệu nút nguồn	SP69A15464	Cáp tín hiệu phím nguồn Lenovo K900	YES	30000	200000	M2
Lenovo		Lenovo P70-A	LNV-2.30	Thay Cáp tín hiệu nút nguồn	5F78C00455	Cáp tín hiệu phím nguồn & volume Lenovo P70-A	YES	30000	300000	M3
Lenovo		Lenovo P770	LNV-2.30	Thay Cáp tín hiệu nút nguồn	5P69A15293	Cáp cảm biến Lenovo P770	YES	130000	200000	M2
Lenovo		Lenovo P780_4G	LNV-2.30	Thay Cáp tín hiệu nút nguồn	SP69A15599	Cáp cảm biến Lenovo P780_8G	YES	60000	200000	M2
Lenovo		Lenovo P780_8G	LNV-2.30	Thay Cáp tín hiệu nút nguồn	SP69A15599	Cáp cảm biến Lenovo P780_8G	YES	60000	200000	M2
Lenovo		Lenovo S650	LNV-2.30	Thay Cáp tín hiệu nút nguồn	SF79A462GN	Cáp tín hiệu cảm biến (có phím nguồn) Lenovo S650	YES	70000	250000	M2.5
Lenovo		Lenovo S660	LNV-2.30	Thay Cáp tín hiệu nút nguồn	5F79A6MVYA	Cáp tín hiệu phím Lenovo S660	YES	60000	200000	M2
Lenovo		Lenovo S820	LNV-2.30	Thay Cáp tín hiệu nút nguồn	SP69A15637	Cáp tín hiệu phím nguồn Lenovo S820_8G	YES	90000	200000	M2
Lenovo		Lenovo S820_8G	LNV-2.30	Thay Cáp tín hiệu nút nguồn	SP69A15637	Cáp tín hiệu phím nguồn Lenovo S820_8G	YES	90000	200000	M2
Lenovo		Lenovo S850	LNV-2.30	Thay Cáp tín hiệu nút nguồn	5F79A466TR	Cáp tín hiệu phím Lenovo S850	YES	30000	200000	M2
Lenovo		Lenovo S90-A_32G	LNV-2.30	Thay Cáp tín hiệu nút nguồn	SF79A6N1LB	Cáp tín hiệu phím nguồn & âm thanh Lenovo S90-A	YES	60000	300000	M3
Lenovo		Lenovo S920	LNV-2.30	Thay Cáp tín hiệu nút nguồn	5P69A15512	Cáp tín hiệu phím nguồn Lenovo S920	YES	20000	200000	M2
Lenovo		Lenovo X2	LNV-2.30	Thay Cáp tín hiệu nút nguồn	5F79A6MX3M	Dây dẫn tính hiệu phím Lenovo X2	YES	60000	300000	M3
Lenovo		Lenovo A269i	LNV-2.31	Thay Cáp tín hiệu nút Volume	5F79A464UT	Dây tín hiệu volume Lenovo A269I	YES	20000	200000	M2
Lenovo		Lenovo A319	LNV-2.31	Thay Cáp tín hiệu nút Volume	5B69A6N435	Cáp tín hiệu phím hông Lenovo A319	YES	20000	200000	M2
Lenovo		Lenovo A328	LNV-2.31	Thay Cáp tín hiệu nút Volume	5F79A6N1W5	Cáp tín hiệu phím Lenovo A328	YES	20000	200000	M2
Lenovo		Lenovo A369i	LNV-2.31	Thay Cáp tín hiệu nút Volume	5F79A464Z5	Dây tín hiệu volume Lenovo A369I	YES	20000	200000	M2
Lenovo		Lenovo A390	LNV-2.31	Thay Cáp tín hiệu nút Volume	SB29A43657	Dây tín hiệu volume Lenovo A390	YES	20000	200000	M2
Lenovo		Lenovo A516	LNV-2.31	Thay Cáp tín hiệu nút Volume	SP69A44031	Dây tín hiệu volume Lenovo A516	YES	20000	200000	M2
Lenovo		Lenovo A680	LNV-2.31	Thay Cáp tín hiệu nút Volume	5F79A466RI	Cáp tín hiệu nút phím hông Lenovo A680	YES	20000	200000	M2
Lenovo		Lenovo A706	LNV-2.31	Thay Cáp tín hiệu nút Volume	SP69A15528	Cáp tín hiệu phím âm thanh Lenovo A706	YES	40000	200000	M2
Lenovo		Lenovo A859	LNV-2.31	Thay Cáp tín hiệu nút Volume	5F79A465RH	Cáp tín hiệu phím âm thanh Lenovo A859	YES	30000	200000	M2
Lenovo		Lenovo K900_16G	LNV-2.31	Thay Cáp tín hiệu nút Volume	SP69A15465	Cáp tín hiệu phím âm thanh Lenovo K900	YES	60000	200000	M2
Lenovo		Lenovo K900_32G	LNV-2.31	Thay Cáp tín hiệu nút Volume	SP69A15465	Cáp tín hiệu phím âm thanh Lenovo K900	YES	60000	200000	M2
Lenovo		Lenovo P770	LNV-2.31	Thay Cáp tín hiệu nút Volume	5P69A15294	Cáp tín hiệu phím âm thanh Lenovo P770	YES	30000	200000	M2
Lenovo		Lenovo P780_4G	LNV-2.31	Thay Cáp tín hiệu nút Volume	SP69A15598	Cáp tín hiệu phím volume Lenovo P780_8G	YES	40000	200000	M2
Lenovo		Lenovo P780_8G	LNV-2.31	Thay Cáp tín hiệu nút Volume	SP69A15598	Cáp tín hiệu phím volume Lenovo P780_8G	YES	40000	200000	M2
Lenovo		Lenovo S820	LNV-2.31	Thay Cáp tín hiệu nút Volume	SP69A15638	Cáp tín hiệu phím âm thanh Lenovo S820_8G	YES	30000	200000	M2
Lenovo		Lenovo S820_8G	LNV-2.31	Thay Cáp tín hiệu nút Volume	SP69A15638	Cáp tín hiệu phím âm thanh Lenovo S820_8G	YES	30000	200000	M2
Lenovo		Lenovo S860	LNV-2.31	Thay Cáp tín hiệu nút Volume	5F79A465FJ	Dây tín hiệu nút bên hông Lenovo S860	YES	60000	200000	M2
Lenovo		Lenovo S920	LNV-2.31	Thay Cáp tín hiệu nút Volume	5P69A15513	Cáp tín hiệu nút phím hông Lenovo S920	YES	20000	200000	M2
Lenovo		Lenovo A5000	LNV-2.33	Thay Cáp kết nối bo mạch chính	5F78C00747	Cáp kết nối chính Lenovo A5000	YES	40000	250000	M2.5
Lenovo		Lenovo A516	LNV-2.33	Thay Cáp kết nối bo mạch chính	SP69A44030	Dây kết nối chính Lenovo A516	YES	60000	200000	M2
Lenovo		Lenovo A6000	LNV-2.33	Thay Cáp kết nối bo mạch chính	5F78C00299	Cáp kết nối chính Lenovo A6000	YES	60000	300000	M3
Lenovo		Lenovo A850	LNV-2.33	Thay Cáp kết nối bo mạch chính	SF79A4625E	Cáp tín hiệu chính Lenovo A850	YES	140000	200000	M2
Lenovo		Lenovo A859	LNV-2.33	Thay Cáp kết nối bo mạch chính	5F79A465RF	Cáp kết nối chính Lenovo A859	YES	30000	200000	M2
Lenovo		Lenovo P70-A	LNV-2.33	Thay Cáp kết nối bo mạch chính	5F78C00454	Cáp kết nối chính Lenovo P70-A	YES	110000	300000	M3
Lenovo		Lenovo P770	LNV-2.33	Thay Cáp kết nối bo mạch chính	5P69A15504	Cáp kết nối chinh Lenovo P770	YES	110000	200000	M2
Lenovo		Lenovo S650	LNV-2.33	Thay Cáp kết nối bo mạch chính	SF79A462RN	Dây tín hiệu kết nối chính Lenovo S650	YES	100000	250000	M2.5
Lenovo		Lenovo S660	LNV-2.33	Thay Cáp kết nối bo mạch chính	5F79A6MVXW	Cáp kết nối bo Lenovo S660	YES	70000	200000	M2
Lenovo		Lenovo S820	LNV-2.33	Thay Cáp kết nối bo mạch chính	SP69A15639	Cáp tín hiệu chính Lenovo S820_8G	YES	100000	200000	M2
Lenovo		Lenovo S820_8G	LNV-2.33	Thay Cáp kết nối bo mạch chính	SP69A15639	Cáp tín hiệu chính Lenovo S820_8G	YES	100000	200000	M2
Lenovo		Lenovo S920	LNV-2.33	Thay Cáp kết nối bo mạch chính	5P69A15510	Cáp kết nối chính Lenovo S920	YES	90000	200000	M2
Lenovo		Lenovo X2	LNV-2.33	Thay Cáp kết nối bo mạch chính	5F79A6MX3L	Dây kết nối chính Lenovo X2	YES	120000	300000	M3
Lenovo		Lenovo A316i	LNV-2.35	Thay Micro	5M49A464UU	Micro Lenovo A316i	YES	20000	200000	M2
Lenovo		Lenovo A319	LNV-2.35	Thay Micro	SSB9A45896	Micro Lenovo A319	YES	10000	250000	M2.5
Lenovo		Lenovo A369i	LNV-2.35	Thay Micro	5SB9A36577	Micro (có cao su che) Lenovo A369I	YES	10000	200000	M2
Lenovo		Lenovo A5000	LNV-2.35	Thay Micro	5SB9A36588	Micro Lenovo A5000	YES	10000	200000	M2
Lenovo		Lenovo A6000	LNV-2.35	Thay Micro	5M48C00280	Micro Lenovo A6000	YES	10000	300000	M3
Lenovo		Lenovo A680	LNV-2.35	Thay Micro	5M49A466RK	Micro Lenovo A680	YES	20000	200000	M2
Lenovo		Lenovo K910L	LNV-2.35	Thay Micro	5F79A467FC	Cáp kết nối phụ Lenovo K910L	YES	100000	200000	M2
Lenovo		Lenovo S580	LNV-2.35	Thay Micro	5M49A6N2YG	Micro Lenovo S580	YES	10000	250000	M2.5
Lenovo		Lenovo S850	LNV-2.35	Thay Micro	5M49A6MWA4	Micro Lenovo S850	YES	10000	200000	M2
Lenovo		Lenovo K900_32G	LNV-2.37	Thay Cáp cảm biến	SP69A15466	Cáp nối trên Lenovo K900	YES	130000	200000	M2
Lenovo		Lenovo P770	LNV-2.37	Thay Cáp cảm biến	5P69A15293	Cáp cảm biến Lenovo P770	YES	130000	200000	M2
Lenovo		Lenovo S660	LNV-2.37	Thay Cáp cảm biến	5F79A6MVXX	Cáp cảm biến Lenovo S660	YES	90000	200000	M2
Lenovo		Lenovo S850	LNV-2.37	Thay Cáp cảm biến	5F79A466TS	Cáp tín hiệu cảm biến Lenovo S850	YES	40000	200000	M2
Lenovo		Lenovo S860	LNV-2.37	Thay Cáp cảm biến	5F79A465FH	Cáp cảm biến Lenovo S860	YES	50000	200000	M2
Lenovo		Lenovo S920	LNV-2.37	Thay Cáp cảm biến	5P69A15511	Cáp cảm biến Lenovo S920	YES	60000	200000	M2
Lenovo		Lenovo K910L	LNV-2.38	Thay Cáp kết nối phụ	5F79A463XC	Cáp tín hiệu bo usb Lenovo K910L	YES	210000	200000	M2
Lenovo		Lenovo A6000	LNV-2.40	Thay Ăng ten chính	5C18C00277	Cáp ăn ten Lenovo A6000	YES	20000	300000	M3
Lenovo		Lenovo A706	LNV-2.40	Thay Ăng ten chính	SCA9A26203	Cáp tín hiệu ăng ten Lenovo A706	YES	50000	200000	M2
Lenovo		Lenovo A850	LNV-2.40	Thay Ăng ten chính	SC19A462NU	Cáp tín hiệu ăn ten Lenovo A850	YES	50000	250000	M2.5
Lenovo		Lenovo P70-A	LNV-2.40	Thay Ăng ten chính	5C18C00453	Cáp ăn ten Lenovo P70-A	YES	20000	300000	M3
Lenovo		Lenovo P780_8G	LNV-2.40	Thay Ăng ten chính	SCA9A26207	Cáp tín hiệu ăng ten Lenovo P780_8G	YES	50000	200000	M2
Lenovo		Lenovo S650	LNV-2.40	Thay Ăng ten chính	SC19A462SO	Cáp tín hiệu ăn ten Lenovo S650	YES	40000	200000	M2
Lenovo		Lenovo S860	LNV-2.40	Thay Ăng ten chính	5C19A465UI	Cáp ăn ten Lenovo S860	YES	60000	200000	M2
Lenovo		Lenovo X2	LNV-2.40	Thay Ăng ten chính	5C19A6MY2D	Cáp anten chính Lenovo X2	YES	30000	300000	M3
Lenovo		Lenovo P780_8G	LNV-2.43	Thay Ăng ten GPS	SA39A29335	Ăng ten GPS Lenovo P780_8G	YES	40000	200000	M2
Lenovo		Lenovo A269i	LNV-2.500	Thay Nút nguồn ngoài	5B69A464V5	Phím nguồn ngoài Lenovo A269I	YES	20000	100000	M1
Lenovo		Lenovo P780_8G	LNV-2.500	Thay Nút nguồn ngoài	SB69A4626M	Phím nguồn ngoài Lenovo P780_8G	YES	20000	200000	M2
Lenovo		Lenovo A316i	LNV-2.501	Thay Nút nguồn ngoài (đen)	5B69A467ST	Phím nguồn ngoài Lenovo A316i	YES	20000	200000	M2
Lenovo		Lenovo A369i	LNV-2.501	Thay Nút nguồn ngoài (đen)	5B69A463WK	Phím nguồn ngoài (đen) Lenovo A369I	YES	0	100000	M1
Lenovo		Lenovo A390	LNV-2.501	Thay Nút nguồn ngoài (đen)	SI29A43751	Phím nguồn ngoài (đen) Lenovo A390	YES	10000	100000	M1
Lenovo		Lenovo A5000	LNV-2.501	Thay Nút nguồn ngoài (đen)	5B68C00755	Phím âm thanh (Phím nguồn) Lenovo A5000 (đen)	YES	10000	200000	M2
Lenovo		Lenovo A680	LNV-2.501	Thay Nút nguồn ngoài (đen)	5B69A466RP	Phím nguồn ngoài Lenovo A680	YES	20000	200000	M2
Lenovo		Lenovo A5000	LNV-2.502	Thay Nút nguồn ngoài (trắng)	5B68C00754	Phím âm thanh (Phím nguồn) Lenovo A5000 (trắng)	YES	10000	200000	M2
Lenovo		Lenovo A680	LNV-2.502	Thay Nút nguồn ngoài (trắng)	5B69A467L6	Phím nguồn ngoài (trắng) Lenovo A680	YES	20000	200000	M2
Lenovo		Lenovo A850	LNV-2.502	Thay Nút nguồn ngoài (trắng)	5B69A463UN	Phím nguồn ngoài (trắng) Lenovo A850	YES	20000	200000	M2
Lenovo		Lenovo S920	LNV-2.502	Thay Nút nguồn ngoài (trắng)	5B69A30812	Phím nguồn ngoài (trắng) Lenovo S920	YES	20000	200000	M2
Lenovo		Lenovo S920_8G	LNV-2.502	Thay Nút nguồn ngoài (trắng)	5B69A30812	Phím nguồn ngoài (trắng) Lenovo S920	YES	20000	200000	M2
Lenovo		Lenovo A269i	LNV-2.510	Thay Nút volume ngoài	5B69A464V4	Phím volume ngoài Lenovo A269I	YES	20000	200000	M2
Lenovo		Lenovo P780_4G	LNV-2.510	Thay Nút volume ngoài	SB69A4626N	Phím âm thanh ngoài Lenovo P780_8G	YES	20000	200000	M2
Lenovo		Lenovo P780_8G	LNV-2.510	Thay Nút volume ngoài	SB69A4626N	Phím âm thanh ngoài Lenovo P780_8G	YES	20000	200000	M2
Lenovo		Lenovo A316i	LNV-2.511	Thay Nút volume ngoài (đen)	5B69A467SU	Phím âm thanh ngoài Lenovo A316i	YES	20000	200000	M2
Lenovo		Lenovo A369i	LNV-2.511	Thay Nút volume ngoài (đen)	5B69A463WL	Phím volume ngoài (đen) Lenovo A369I	YES	10000	100000	M1
Lenovo		Lenovo A269i	LNV-2.600	Thay Loa	5R79A46400	Loa Lenovo A269I	YES	40000	200000	M2
Lenovo		Lenovo A316i	LNV-2.600	Thay Loa	5R79A46400	Loa Lenovo A269I	YES	40000	200000	M2
Lenovo		Lenovo A319	LNV-2.600	Thay Loa	5R79A6N432	Loa Lenovo A319	YES	30000	200000	M2
Lenovo		Lenovo A328	LNV-2.600	Thay Loa	SSB9A43894	Loa Lenovo A390	YES	40000	200000	M2
Lenovo		Lenovo A369i	LNV-2.600	Thay Loa	5R79A463HK	Loa Lenovo A369I	YES	30000	200000	M2
Lenovo		Lenovo A390	LNV-2.600	Thay Loa	5R79A462AG	Loa Lenovo A390	YES	30000	200000	M2
Lenovo		Lenovo A5000	LNV-2.600	Thay Loa	5R78C00720	Loa Lenovo A5000	YES	30000	200000	M2
Lenovo		Lenovo A516	LNV-2.600	Thay Loa	5SB9A36520	Loa Lenovo A516	YES	20000	200000	M2
Lenovo		Lenovo A526	LNV-2.600	Thay Loa	5R79A6MVXY	Loa Lenovo A526	YES	30000	200000	M2
Lenovo		Lenovo A536	LNV-2.600	Thay Loa	5R79A6N0DJ	Loa Lenovo A536	YES	20000	200000	M2
Lenovo		Lenovo A6000	LNV-2.600	Thay Loa	5R78C00275	Loa Lenovo A6000	YES	40000	300000	M3
Lenovo		Lenovo A680	LNV-2.600	Thay Loa	5R79A4671T	Loa Lenovo A680	YES	40000	200000	M2
Lenovo		Lenovo A706	LNV-2.600	Thay Loa	SSB9A36582	Loa Lenovo A706	YES	60000	200000	M2
Lenovo		Lenovo A850	LNV-2.600	Thay Loa	5SB9A36520	Loa Lenovo A516	YES	20000	200000	M2
Lenovo		Lenovo A859	LNV-2.600	Thay Loa	5SB9A36520	Loa Lenovo A516	YES	20000	200000	M2
Lenovo		Lenovo K900_16G	LNV-2.600	Thay Loa	5SB9A36336	Loa Lenovo K860	YES	80000	200000	M2
Lenovo		Lenovo K900_32G	LNV-2.600	Thay Loa	5SB9A36336	Loa Lenovo K860	YES	80000	200000	M2
Lenovo		Lenovo K910L	LNV-2.600	Thay Loa	SSB9A45893	Loa Lenovo K910L	YES	70000	200000	M2
Lenovo		Lenovo P70-A	LNV-2.600	Thay Loa	SSB9A43894	Loa Lenovo A390	YES	40000	200000	M2
Lenovo		Lenovo P770	LNV-2.600	Thay Loa	SSB9A36561	Loa Lenovo P770	YES	60000	200000	M2
Lenovo		Lenovo P780_4G	LNV-2.600	Thay Loa	SSB9A36561	Loa Lenovo P770	YES	60000	200000	M2
Lenovo		Lenovo P780_8G	LNV-2.600	Thay Loa	SSB9A36561	Loa Lenovo P770	YES	60000	200000	M2
Lenovo		Lenovo S580	LNV-2.600	Thay Loa	SSB9A43894	Loa Lenovo A390	YES	40000	200000	M2
Lenovo		Lenovo S650	LNV-2.600	Thay Loa	5SB9A36520	Loa Lenovo A516	YES	20000	200000	M2
Lenovo		Lenovo S660	LNV-2.600	Thay Loa	5R79A6MVXY	Loa Lenovo A526	YES	30000	200000	M2
Lenovo		Lenovo S820_8G	LNV-2.600	Thay Loa	30500376	Loa Lenovo S820_8G	YES	20000	200000	M2
Lenovo		Lenovo S850	LNV-2.600	Thay Loa	SSB9A45893	Loa Lenovo K910L	YES	70000	200000	M2
Lenovo		Lenovo S860	LNV-2.600	Thay Loa	SSB9A36561	Loa Lenovo P770	YES	60000	200000	M2
Lenovo		Lenovo S90-A_32G	LNV-2.600	Thay Loa	SR79A6N0PA	Loa Lenovo S90-A	YES	60000	300000	M3
Lenovo		Lenovo S920	LNV-2.600	Thay Loa	5SB9A36520	Loa Lenovo A516	YES	20000	200000	M2
Lenovo		Lenovo S920_8G	LNV-2.600	Thay Loa	5SB9A36520	Loa Lenovo A516	YES	20000	200000	M2
Lenovo		Lenovo S960	LNV-2.600	Thay Loa	SSB9A36563	Chuông Lenovo S650	YES	80000	200000	M2
Lenovo		Lenovo X2	LNV-2.600	Thay Loa	SSB9A45893	Loa Lenovo K910L	YES	70000	200000	M2
Lenovo		Lenovo A269i	LNV-2.610	Thay Chuông	5SB9A464UV	Chuông Lenovo A269I	YES	30000	200000	M2
Lenovo		Lenovo A316i	LNV-2.610	Thay Chuông	5SB9A467SN	Chuông Lenovo A316i	YES	30000	200000	M2
Lenovo		Lenovo A319	LNV-2.610	Thay Chuông	5SB9A6N434	Chuông Lenovo A319	YES	60000	200000	M2
Lenovo		Lenovo A369i	LNV-2.610	Thay Chuông	5SB9A4646X	Chuông Lenovo A369I	YES	30000	200000	M2
Lenovo		Lenovo A390	LNV-2.610	Thay Chuông	5SB9A36579	Chuông Lenovo A390	YES	50000	200000	M2
Lenovo		Lenovo A5000	LNV-2.610	Thay Chuông	5SB8C00719	Chuông Lenovo A5000	YES	40000	200000	M2
Lenovo		Lenovo A516	LNV-2.610	Thay Chuông	SSB9A46322	Chuông Lenovo A516	YES	60000	200000	M2
Lenovo		Lenovo A526	LNV-2.610	Thay Chuông	5SB9A6MW55	Chuông Lenovo A526	YES	30000	200000	M2
Lenovo		Lenovo A536	LNV-2.610	Thay Chuông	5SB9A6N0DH	Chuông Lenovo A536	YES	30000	200000	M2
